,ID,Text,Sub-task A,Sub-task B,en_translation
145,C7.1949.2,@Sadanand Kamble Bhai mujhe bhi bahut sukun milta hai.,NAG,NGEN,@ Sadanand is Kamble brother I get too relaxed.
146,C4.933.1,totally chudap movie thi kitno ki leli,OAG,GEN,Totally Cudap movie grabbed the how many
147,C7.842,Kuch jawab do brother ya jawab nahi hai.??,NAG,NGEN,Some answers do not let Brother or answer. ??
148,C9.311.3,"भगत सिंह leftest नही थे। Leftist जान नहीं देता। उसका काम सिर्फ़ आग लगाना है।
Leftestest धारा के उल्टे चलते हैं। विचारों में वे ना मर्द होते हैं ना औरतें।
ये लोग third gender होते हैं। मौका देख कर के पाला बदलते हैं।",CAG,GEN,Bhagat Singh was not leftest. Leftist does not know. His job is just priming. Leftestest Inverted moving stream. They are not men of ideas are not women. They are third gender. Chance to change allegiances to see.
149,C7.276,"Pratik bhai aapne bahut hi achhe tarike se explain kiya hai sab kuch but inko
problem iss movie se nahi hai inki problem iss movie ke hit hone se hai.",NAG,NGEN,Icons brother you really have explained the best ways Everything But these problem is not from the movie their problem is being hit with this movie.
150,C7.1668,Thode chote video bnaya karo prateek Sir..,NAG,NGEN,Women made smaller video icon Sir ..
151,C32.146.4,Aapse dosti hogi,NAG,NGEN,Be friends with
152,C4.1434.1,"@Karun Das jab grand masti, happy new year, race3, veere di wedding, judwaa2
jese 3rd grade movies 200 crore se jyada kama sakti hai, to phir yeh kabir
singh to kuch bhi nhi. Achha hua War movie aake inn sab chutiya movies ko
bahut peeche kar diya.",CAG,NGEN,"@Karun Das jab grand masti, Happy New Year, Rche3, veere di wedding, judwaa2 jese 3rd grade movies 200 crore se jyada kama sakti hai, to phir yeh kabir singh to kuch bhi nhi. Achha hua War movie aake inn sab chutiya movies ko bahut peeche kar diya."
153,C7.1603,"Kya review hai sir mann gaye  
Ek baat jo real life se releate karti hai ki agar ladka true love kare ladki
chood de kisi aur k liye toh log sahi samjhte hai but yahi ulta ho jaye toh
log aisa galat khetay hai ladke ko pucho mat agar ladka same stage pay galat
hai ladki kyu nahi aur agar ladki sahi hai ladka kaise galat hua",CAG,NGEN,Kya review hai sir mann gaye Ek baat jo real life se releate karti hai ki agar ladka true love kare ladki chood de kisi aur k liye toh log sahi samjhte hai but yahi ulta ho jaye toh log aisa galat khetay hai ladke ko pucho mat agar ladka same stage pay galat hai ladki kyu nahi aur agar ladki sahi hai ladka kaise galat hua
154,C36.836.2,"Nahin yaar yeh indian gandu army hai , it should be the number one gandu army
in the world.",CAG,NGEN,"Nahin yaar yeh indian gandu army hai , it should be the number one gandu army in the world."
155,C9.313.2,"@AH k glti tumhari bhi nhi h  
Janm jaat se chamche ho  
Or yha par Congress ki chamchgiri and udhar Pakistanio ki chamchgiri karni h
bus",CAG,NGEN,@ It's a mistake to spoon with you also do not have caste birth and even just have to Cmcgiri Congress Cmcgiri and there Pakistanio
156,C4.2191,Me apke sath hu bhai g,NAG,NGEN,With your brother Hu c
157,C4.1810,Bhai Tum anime dekho uski story dekho,NAG,NGEN,Brother anime look her story
158,C19.20,गुटखा कहा कर बतिया रहे हो का एंकर गुरु?,CAG,NGEN,Ghutka said anchor master're chatting?
159,C32.34.2,@nripen rajbongshi kiya karoge,NAG,NGEN,@ Nripen will be Rajbongshi
160,C59.1758,topi wala kotar bala,NAG,NGEN,bala wala cap kotar
161,C20.333,starting mae he pata lag gya ke yae kya review degi ...feminaze review 😂,CAG,NGEN,What will review the starting Mae O address looks ... Feminajhe Review
162,C38.244,"[3:57](https://www.youtube.com/watch?v=ZzsAuDkXq1M&t=3m57s) bewakuf to ye admi
h sala",OAG,NGEN,[3:57](https://www.youtube.com/watch?v=ZzsAuDkXq1M&t=3m57s) bewakuf to ye admi h sala
163,C9.208,"ये राजदीप सरदेसाई  
भी छुपा हुआ संधी है  
लेकिन सौरव थोडे seclar लगते है",CAG,NGEN,These Rajdeep Sardesai is also scope hidden but within Sourav little seclar
164,C4.170,Film me dikhaya he college me bandi patao aur 5 saal thukai karo....,NAG,GEN,Do the film Captive O college warming Ptao and 5 years ....
165,C33.279,Achhi thi bhai,NAG,NGEN,Was good brother
166,C7.590.2,@Rishita Pandey : toh tum ek kutte Ki bacchi Ho?,OAG,GEN,"@ Relationship Pandey symptoms, you're a dog child?"
167,C4.1038,"India me right wing parties par logo ki bohot andhbhakti hai isliye chutiya
janta ne article 15(one of the best movie acc. To me) usko bhi criticize kiya",CAG,NGEN,India Andbkti love that the logo on the right-wing parties in the queue public article was 15 (One of Best Movie reflection. So) it also Kritisijhe
168,C7.811.1,Or ldki ldke ko thappad mare to bo shi h tumhare hisaab se,NAG,NGEN,And so slaps girl boy Bo Xi are according to you
169,C21.3,"इन बॉलीवूड वालोको एक बात पुचणी हे ,,, पिक्चर हिंदी मे बनाते हो या इंग्लिश मे,,
अरे इस पिक्चर मे अधे से ज्यादा इंग्लिश ही हे ,,benchot हमे नाही आती भाई ,,
हिंदी बोलो बोलो हिंदी मदारचोत 375 बहोत आचि पिचर हे लेकींन भाषा ,,केइसे समझें
,, मिशन मंगल ,,, और एक क्या यार क्या चल राहा हे ,,, हम गाओ मे रेहेते हे ,,
रांड के बच्चे नाही समज आती इंग्लिश bhenchot,, इतनी ही खाज हे तो अमेरिका मे या
ब्रीटेन मे करो मदारचोत सालो तुम्हारी माकी चूत,, याच्या वर पण कर रेव्हव बघ जरा
कायतरी",OAG,GEN,"These Bollywood Waloko one thing Pucni O ,,, in the form in Picture Hindi or English ,, Hey do not much we English O ,, benchot by Ade on this picture brother ,, Hindi Speak speak Hindi Mdarchot 375 spares Aci pitcher O Lekinn language ,, understand Keise ,, mission Tue ,,, and what a man what's going Raha Hey ,,, we children not understanding comes English bhenchot ,, Rehete O ,, widow in Gao same itch is so in the United States or in Britain Do Mdarchot year Tumha Rei do Maki pussy ,, Yacya bridesmaid Gage Rewhv Bg Just Kaytri"
170,C7.1201.3,Jazib Ali 😂😂😂,NAG,NGEN,To attract
171,C36.453,"उच्च न्यायपालिका ने भले ही homosexuals को हमारे देश मे पनाह दी है पर जब तक
हमारा समाज ईसे जड़ से स्वीकार नही कर लेता तब तक हम किसी तरह की बदलाव की उम्मीद
नही कर सक्त: |",NAG,NGEN,Higher judiciary has not even homosexuals expected to have sheltered in our country until our society him to the stores do not accept the root we change a way to tighten: |
172,C7.2432.5,"@Aggressive Squad wo toh thik hain ,,lekin tu movie review k Naam pe haar
video main atankbadi , political charcha Kyun karta hain???..aagar polytics le
kar discuss krna hain toh alag chanel banake waha PE yeah sab discuss
kar.......har baat review soch ke jab video dekhne jaata hoon toh wahi
atankbad-india ka history ...yeah sab bol bol ke pakwa dete ho......dimak
garam ho jata hain .....😡😡😡",CAG,NGEN,"@Agresiv squad that loses right ,, lekin are why tu movie review k Naam pe haar video main atankbadi, Political Church ??? .. aagar polytics le kar discuss krna hain toh alag chanel banake waha PE yeah sab discuss kar .. ..... har baat review soch ke jab video dekhne jaata hoon toh wahi atankbad-India History ... yeah sab bol bol ke pakwa dete ho ...... dimak garam ho jata hain ....."
173,C4.236,"Garbage movie south india se aai hai(Arjun Reddy) . Bollywood walo ne pura
pura copy kar liya aur paise banaye. Baki sab chutiye launde aajkal Kabir Khan
ban rahe hai, aur laundiya sochti hai ladke uske peeche Kabir khan ki tarah
bhagte rahenge.",CAG,NGEN,"Garbage movie came from South India (Arjun Reddy). Bollywood walo ne pura pura copy kar liya aur paise banaye. Baki sab chutiye launde aajkal Kabir Khan ban rahe hai, aur laundiya sochti hai ladke uske peeche Kabir khan ki tarah bhagte rahenge."
174,C36.1128,"Jo v physically mentally eligible h, deshbhagat h, army lover h, Desh ki seva
karna chaahta h army join karkey, usko jaati, ling k Bina kisi bhedbhaav k
chance milna chaahiye... Thanks",NAG,NGEN,"Jo v physically mentally eligible h, deshbhagat h, army lover h, Desh ki seva karna chaahta h army join karkey, usko jaati, ling k Bina kisi bhedbhaav k chance milna chaahiye ... Thanks"
175,C38.511,"Aur in chijo ki kabhi badhawa na diya kro mere Bhai na hi to aane wali nasle
barbad ho jaegi",CAG,NGEN,And have never encouraged these things my brother will destroy not only the upcoming races
176,C36.436,"One should cure this type of mental disability not increase it by
provocation.hawa diye ja rahe hain...kal 50 lakh ho jayenge....kyonki badhane
se hi badhta hai...ajkal ye shauk bhi ho chala hai...!shaukiya gay lesbian ka
game chal rha hai",OAG,NGEN,One should cure this type of mental disability not increase it by provocation.hawa diye ja rahe hain ... will be 50 million yesterday .... because Bdata from Bdane ... ajkal ye shauk bhi ho chala hai ... ! Shaukiya Gay Lesbian Ka Game Chal Rha Hai
177,C4.1030,Thank God Bhai abhi Mai je skta hun..,NAG,NGEN,I thank God brother still May J ..
178,C36.673,"Madarchod supreme court homsexuality allow karega reservation ka quota 100 %
nahi badaega nahi ram mandir pe faisala karega",OAG,GEN,Mofo Supreme Court Homseksualiti Allov will Reservation of quotas does not increase 100% Ram temple will decide on
179,C38.444,Yellow shirt wale mera papa hota to mar dalta mai😠,OAG,NGEN,Yellow shirts May killed then my father
180,C4.1445,Bhakk teri ma ka...,OAG,NGEN,Bkk of your mother ...
181,C9.55,Bhai surab ji aaap ko namaskar aap ak baar pushpendra,NAG,NGEN,Brother Surb G Aap greet you once Pushpendra
182,C4.1761,bhai ab coding p bhi video bana do,NAG,NGEN,Brother coding The two also made video
183,C36.353.3,"@INDIAS TOP 5 bagirath jo ganga ko laye the vo do maa ke union se paida hue
the.",NAG,NGEN,@ Indias Top 5 Bagirth who were brought to the river they were born to two mothers Union.
184,C45.773.1,Same vii Two famous kar kya karega YouTube per,NAG,NGEN,Same V TWO famous by Will on YouTube
185,C7.2380.1,Reflection... Light nahi thi isliye !,NAG,NGEN,Reflections ... not because there was light!
186,C19.175,Maine suna ki aap bole mai hu saitan.....,NAG,NGEN,I heard that you said I'm Satan .....
187,C36.422,"General shaab sahi hain.inh logo ne azaadhi ka gala fayda uthaya hain in he
Saudi Arab,Dubai aur Malaysia ki tarah Kore padhne chaiye",OAG,NGEN,"General Shab right Hankinh logo took throat gained independence in O Saudi Arabia, Dubai and read like Malaysia Kore Chaiye"
188,C9.306.1,"Rajdeep ke double standards... Arundhati ko criticuse karne se darta h, PM ko
kuch bhi bol dega",NAG,NGEN,"Are afraid of Kritikse double standards ... Arundhati Rajdeep, will say anything to Pt"
189,C4.1701,Bhai mane to Kal hi Dekhi ha ye,NAG,NGEN,Brother noted that yesterday observed ha These
190,C4.433,Bhai ekdum sahi review,NAG,NGEN,Brother Perfect Review
191,C7.1275,Bhai aap ki daddi right pe jyada left pe kaam he...,NAG,NGEN,Brother you Dddi Wright pay much left on the job is ...
192,C7.2570.4,Bhai sari ek no movie hai MASTERPIECE,NAG,NGEN,Brother sari is a No movie masterpiece
193,C20.327.1,"@Silly Brawler sala bhosdi ke main feminist thodi na hoon jo chusunga wo kaam
to feminist ka. Apna kaam dangh se kar.  
Aur chinta mat kar muh me nahi giraunga.  
Bas gand ka jhant saaf rakhna.  
Aah aaah aaaah aah aah aaah  
Aisa hi karta na tu jab tere gand me jaata.  
Tel laga ke rakhna jyada dard nahi hoga.",OAG,GEN,@Silly Brawler sala bhosdi ke main feminist thodi na hoon jo chusunga wo kaam to feminist ka. Apna kaam dangh se kar. Aur chinta mat kar muh me nahi giraunga. Bas gand ka jhant saaf rakhna. Aah aaah aaaah aah aah aaah Aisa hi karta na tu jab tere gand me jaata. Tel laga ke rakhna jyada dard nahi hoga.
194,C4.2122,_Kis kis ko JOKER ka movie review chaiye?_,NAG,NGEN,_Kis what the Joker Movie Review Chaiye? _
195,C36.276,Sab hindu kafir.gandu h...😁😁😂😂😝😝,OAG,GEN,Saba Hindu kaphirgandu handshake ...
196,C36.936,Bahut hi sahi faisla hai hame hizdo ki fauj nahi chahiye 😂,OAG,GEN,"Very correct decision, we do not want hordes of Hijhdo"
197,C21.163,"Pratik bhai...pink movie v apni jagah sahi hai...aisa to nahi hai na ki jo uss
movie me dikhane ki koshish ki gayi hai...wo puri tarah galt hai...",NAG,NGEN,Icons brother ... Pink movie business is the right place ... It is neither of which has been striving in that movie ... it's completely wrong ...
198,C59.1948,Thik bola hai bhai,NAG,NGEN,Well Bola brother
199,C26.134,"Do Chaar Murder hone k baad Hi Patta chalta hi ki Kaun Sachcha aur Jhootha Hi
tab tak Aadmi bakasur Nahi Marna Jata hi yeah Bharat k anda Kanoon hey",CAG,NGEN,Two of the four murder after leaf show who the true and false as long as man does not kill Bkasur same Yeh India Egg Law O
200,C7.2181,bhai abtak friendship nhi ki kya kisi stree ne😁,NAG,NGEN,Brother not yet Friendship whether a woman
201,C4.2232.1,Right bro mujhe destruct hone se bhai hi bachaya ek fraud ladki se,NAG,NGEN,Right BRO I saved brother from destruct a fraud Girl
202,C4.867.1,Ye chasmis kutta hi he,OAG,NGEN,These Chasmis dog is
203,C61.1550,apne awqaat main aahigiya akher main,OAG,NGEN,Your Avkhat I Ahigia Aker I
204,C7.809,"Jis desh mein har minute ek ladki rape hoti h... Uss desh mein ye film bnana
hi uchit nahi h. Chhi.",CAG,NGEN,In a country where every minute are a girl Rpe ... to make this film in the country not only appropriate level. Shit.
205,C36.615.2,"Bhai me samaj raha hu kya chahata hai  
Hahahahaha",NAG,NGEN,Society Brother Who do want Hhhhh
206,C9.222,"Arundhati Roy apna naam change kar ke ranga billa rakkh kar ration card adhaar
card passport visa etc banva sakti hain kyunki Yeh india hai yahan toh
rohingya yaa baangladeshiyon ne isi tarah se apne documents banva liye hain
kyaa farak padhta hai",CAG,NGEN,Arundhati Roy apna naam change kar ke ranga billa rakkh kar ration card adhaar card passport visa etc banva sakti hain kyunki Yeh india hai yahan toh rohingya yaa baangladeshiyon ne isi tarah se apne documents banva liye hain kyaa farak padhta hai
207,C29.23,Jay siyaram,NAG,NGEN,Jai Siyaram
208,C9.143,Wo writer nahi naxalist hai,CAG,NGEN,He is not Nkslist Writer
209,C36.707,"समलैंगिकता वास्तव में एक मानसिक विकार है। सेना में ये फालतू के नाटक नही होना
चाहिए। पश्चिमी ढ़ोंग-ढकोसले-दिखावा हिन्दुस्तानियों को भी हिजड़ों में परिवर्तित
कर रहा है।",OAG,GEN,Homosexuality is actually a mental disorder. Play these wasteful military should not. Western pretends-Dkosle-off Indians have also been converted into eunuchs.
210,C4.2029.1,"Dono madarchod mere comment ke upar reply de rahe hoo ,,,,, bap se Gund Marwa
le tel lagake",OAG,GEN,"Both mofo I give reply on my comments get killed Gund from ,,,,, father tail fastened"
211,C7.412,"Sex and love are two totally different things.. Sometimes I really feel bad
for the boys and men's.. Hamesha ladka hi galat nei hota..",NAG,NGEN,Sex and love are two totally different things.. Sometimes I really feel bad for the boys and men's.. Hamesha ladke hi galat nahi hota..
212,C32.86.1,"@SHAYRI & WHATSAPP STATUS are bhai jo natural gay hota hai na o alag baat hai
par jo achha khasa ladka ho ke v gay ho jate hai ye glt hai",NAG,NGEN,@ Poetry & Whatsapp status Hey which is natural is gay is not programmed different matter who become business will be substantial Ldkha it wrong
213,C4.869,"TUJE dusro ki Success me problem kya he be??khud kuchh karke dekha na,,,yesa
hi bhokte rahega kya ???kutte ke jesa ,,kutte jesa nhi tu to kutta hi he",OAG,NGEN,"Tuje other people what is the problem in Success Bay ?? not seen myself doing something ,,, do so will Bhokte ??? As the dog ,, not dog as thou dog is"
214,C61.276,"Garib Bada ho sakta hai lekin vikari kabhi bhi Bada ho nahi sakta hai tu ek
bhikhari tha hay rahega kyunki past bhul gaya",OAG,NGEN,The poor may be big but pathogenetic can never be too big you were a beggar will hi since forgotten past
