,ID,Text,Sub-task A,Sub-task B,en_translation
190,C68.934,Super Da,NAG,NGEN,The Super
191,C59.1413,Gud marbo,OAG,GEN,God marbo
192,C59.1712,"Super.. tnx u kau amar mon er kotha bollo.. o k kay noble chore marr..na na
ami full support kor6i🤣🤣🤣🤣🤣🤣...",CAG,NGEN,Super Cow .. tenaksa and spoke to my heart .. and I do not mararana A Noble fired Full Support Purchase 6th ...
193,C44.289,Didi Mayer Moto hoy...eder Mone esob ase ki Kore? Chi chi.....,NAG,GEN,"Sister, mother ... they feel like they do come? Chi Chi ....."
194,C68.208,Kanki Magi k Mar bara,OAG,GEN,Head Magi k Mar last year
195,C59.2241,Darun laglo,NAG,NGEN,Love
196,C68.89,ranu mandal ekdom beiman hoi,OAG,NGEN,Ranu board very dishonest Hoye
197,C45.569,"চাইনা আমি সেই ভালোবাসা যে ভালবাসা """"""""""""""""""""""""""""""",NAG,NGEN,"The love that I do not want love, """" """" """" """" """" """" """" """
198,C68.398.1,Ranu pagla choda,OAG,GEN,Ranu crazy movie
199,C59.425,কাঁচা কনচি দিয়ে বাড়ি দিতাম,CAG,NGEN,Home made raw wicker
200,C68.959.1,Tika,NAG,NGEN,Was
201,C45.389,পোরো ঠিকানা টা ঠিক কোথায় ??,NAG,NGEN,The full address and where ??
202,C68.1202,ওর নাম নিতে ঘৃণা করছে।বেইমান রানু মন্ডল 👞👞👞👞👞,OAG,NGEN,Karachebeimana hate to take his name Ranu Zone
203,C68.1352,আর কোন কাজ নাই তোদের,CAG,NGEN,There is no work with you
204,C59.1743,ভাল ছিল,NAG,NGEN,Was good
205,C68.106,Dada ranu pagolgo,NAG,NGEN,Chest ranu pagolgo
206,C45.691.3,Hahahahhaha 😆😆😆😆😆,NAG,NGEN,hahahahhaha
207,C45.475,dur er thekeo valo valo mal amar hate hoy6e..,NAG,GEN,Good material is delivered to me from a distance of 6 ..
208,C58.262,গান্ডী এত কথা বলিস ক্যা???গান্ডুর গান্ডী....🤣🤣🤣,OAG,GEN,Gandhi Gandhi is so much talk gandu c .... ???
209,C59.1500,বালের ভিডিও,NAG,NGEN,Baal Video
210,C58.129,রানু মাগি দাঁতে পোকা আছে,CAG,GEN,Ranu cunt insect teeth
211,C68.1125,Ekdom 100% thik katha bolechhen bhai.,NAG,NGEN,That is 100% of the brother said.
212,C67.145.1,Keno,NAG,NGEN,Keno
213,C59.2239,"Vikhari jmon Hoya uchit
Proman hoye gache",CAG,NGEN,Lazarus should be such evidence has been
214,C68.32,Ranudi na 'u' bad diye o Randi,OAG,GEN,Do not ranudi 'U' instead of Randy
215,C44.214,কিছু করার নেই সবই পরিস্থিতি করতে বাধ্য করে,NAG,NGEN,The situation forces us all to have nothing to do
216,C68.1247,Pagli ache tai vul vhal montobbo korche 🤣🤣🤣🤣🤣🤣🤣,CAG,NGEN,There are so crazy mistake on hold
217,C68.1303,শিয়া না ভিক্ষুর রানু,CAG,NGEN,Do Shiite monk Ranu
218,C68.887,Mc Ranu mangal ar video baniye Koto taka income kr li,OAG,NGEN,How much income as well as video of Messi Ranu Lee
219,C44.220,"Cousin Der modde biye hole ki hoi?
Aajkal onk Serial e to dekhasshe, Mashir meye, Pishir Meyer Sathe prem .......",NAG,NGEN,"What happens when you get married at the behest of Kosi? Nowadays he is a serial dekhasase, aunt, daughter, daughter in love with PC ......."
220,C59.184,Ja bolchen akdom thik bolchen,NAG,NGEN,Exactly what they said
221,C61.1011,Khanki magi ranu tora pitamu,OAG,GEN,Khanki magi shown ranu pitamu
222,C68.88,Ei magi ke pele juto diye mukh fatabo. Dekhle matha gorom hoi.... bhikari magi,OAG,GEN,Who's got the cunt with a face phatabo shoes. Bhikari heads hot cunt ....
223,C59.1848,Akdom 😂😂😂,NAG,NGEN,Figures
224,C44.136.1,Shudhu chele tar dos na... Meye tar o achhe,NAG,GEN,Just do not blame her son and her daughter are ...
225,C59.2339,Dada sera....sera sera,NAG,NGEN,Dada will be .... will be
226,C59.1899,Nice DADA 👍👍👍,NAG,NGEN,Nice DADA
227,C61.1217.1,Ranu akta gud Mara ni,OAG,GEN,Good suitable for tree ranu Knee
228,C68.28,রানু মণ্ডলের কুকুরের নাক ওকে পুলিশ ডোগের চাকরি দাও জিবোনে বেশি সফল হবে,CAG,NGEN,Give him a job in the police dogera Ranu than the dog's nose will be more successful jibone
229,C46.208.4,Sala ashifar moto aro muslim meye der rape kora uchit,OAG,GEN,Asif year should be more like rape of a Muslim girl
230,C65.264,"Ai jonnoi bole midiyar maya khanki
Onnor songe dola doli
Kaj chara o aRA korte pocondo Kore",OAG,GEN,This is why the media and also by M slut to work with others in groups that pokondo
231,C45.407,Shob buri bal,NAG,GEN,Shop Puri but
232,C59.1471,আমিও একে কিছু বলতে চায় কিন্তু টেকনিকেল চ্যানেল হাওয়াই কিছু বলতে পারিনা,NAG,NGEN,"I want to say something, but it can not say anything Hawaii Tech Channel"
233,C59.2025,Ekdom thi,NAG,NGEN,Sharp was
234,C44.26,Cccc ato karap,NAG,NGEN,Cccc or hope
235,C59.950,Baler ranu di 😠😠😠😡😡😡,OAG,NGEN,Baler of drawers
236,C61.2142,"rastar petni tui fokirni magoni manos k somman janis na rastar tukai abar
lomba lomba kotha",OAG,GEN,Respect for people who do not know the monster tui phakirani myagani long road back to Tokai
237,C59.644,Kochu gacha sutli dori diya atmahotha😆😆😆😆😆,NAG,NGEN,Kochu gacha sutli dori diya atmahotha
238,C59.50,"Mirakel a Dada dekhachi tomai,aj abr pothom YouTube a dekha khub khusi holam",NAG,NGEN,"I have seen the miracle dada, today again I am very happy to see that the first iutube"
239,C59.2091,"Akdom carrect bossss,,,,",NAG,NGEN,"Akdom carrect bossss ,,,,"
240,C59.1887,Uni ekjon vag tora sala boka choda,OAG,NGEN,He shared a year are you stupid fuck
241,C59.1988.2,মোদির হাতে কেউ চা খেয়েছে আদোও,NAG,NGEN,Modi's hands were no tea adoo
242,C45.771.3,"বুক পকেটে রেখে লাইফ ভিডিও করেছে,,",NAG,NGEN,"Life Video has left chest pocket ,,"
243,C44.90,Ae madarchat channel ta bondho kora uchit k k mot like,NAG,NGEN,This is a total like a madaracara channel should be terminated
244,C59.1433,Ota ke or maya?,NAG,NGEN,Hearer and hallucination?
245,C65.427.2,"দেখে,,তো, তাই,মনে হয়,
পাগল, আর,ছাগল,,",CAG,NGEN,",, I see, so it seems crazy, but, goats ,,"
246,C68.564,Blchi ekhne koyel mallik.....Kothai gelo...🙄🙄,NAG,NGEN,Koel Mallick say here ..... Where's the ...
247,C59.2053,দারুন টপিক।একদমই ঠিক ঠাক উওর।,NAG,NGEN,Tapikaekadama great answer to malfunction.
248,C45.659,যা তো চুদির ব্যাটা ২০০ টাকায় চুদবে আবার কত নাটক চোদায়😂😂🤣,CAG,GEN,Cudira how quickly the guy that plays codaya cudabe at 00
249,C61.1354,অহংকার পতনের মূল. শালী ঢেমনী মাগী.বেইমান,OAG,GEN,The fall of pride. Powerful dhemani magibeimana
250,C68.398.5,Kothy,NAG,NGEN,Peck
251,C68.480,ranu mondal ja boleche besh koreche,CAG,NGEN,Several have said Ranu Zone
252,C68.97,ভাই জাত ধর্ম বুঝি না আপনার কথা অনেক সুন্দর,NAG,NGEN,Brother do not understand religion evolved a lot about you is beautiful
253,C68.1177,ভুল তো আপনাদের কিছু একটা পেলেই হলো ।,CAG,NGEN,When there is something wrong with you.
254,C45.619,Kothai go place ta,NAG,NGEN,Place where it is c
255,C59.1748,Vry gd n 100% ri8 ei Ranu nije ke bhabe ta ki 2 din hoy ni ekno r ekon e,NAG,NGEN,T gold 100% vii 8 Ranu God who himself is not yet in any way to do it in two days
256,C46.209,"amra kon rajje a6i???? eto nogra manush o hoy tao rape korli korli meya take
merei felli?? eder pariya mara darkar 6ilo",OAG,NGEN,We have 6 non-state ???? Rap also met so many people and the city met him phelali girl ?? Unable to kill the 6-il
257,C45.701.4,00966571456033 imo,NAG,NGEN,00966571456033 imo
258,C68.398,"ভিডিও টা সত্যি খুব ভালো লেগেছে, কিন্তু কোয়েল মল্লিক জুতো মারল কোথায়।।।।।🤔🤔",NAG,NGEN,"I really like the video, but where is the beat Koel Mallick shoes ....."
259,C59.1630,👏👏👏👏👏,NAG,NGEN,
260,C45.373,"দাদা এখানে কেউ অভাবে আসে কেউ সভাবে আসে তাই এদের নিয়ে মজা না করাই ভালো সবাই
খারাপ হয় না",NAG,NGEN,Grandfather came here in the absence of some of the fun is not one that comes sabhabe is not all bad
261,C59.686,"Khub chena lagche tomake....dada tomar bari kothay...????
Topic ta osadharon....wait korchilam",NAG,NGEN,I'm very familiar paternal grandfather .... where is your home ... ???? Topic weight was remarkable ....
262,C68.931,"রানুর তো লেখা পড়া নাই। এজন্যই তার কথা গুলো গুছিয়ে বলতে পারেন না।এই জন্যে মানুষ
তাঁর কথায় অনেক কষ্ট পায়।",NAG,NGEN,I have not read the text of Amanullah. These are his words honestly can not say why his voice for a lot of people suffer.
263,C68.1285.1,"কোথায় কি হচ্ছে, আর এই শালা র পোদ ফাটছে, বালের ভিডিও দেখাচ্ছে,",CAG,GEN,"What is, and this guy's poda phatache, showing videos of Baal,"
264,C59.2261,"Wt da 🖕🏿 ranu mandal,",NAG,NGEN,"Wt of drawers mandal,"
265,C68.1162,Vikkuk to vikkuki thakbe,CAG,NGEN,Vikkuk to vikkuki thakbe
266,C68.347,Ranu mandal baitha chklil,NAG,NGEN,Ranu Board sitting Cklil
267,C61.416,tumi janty tumi ki .tumi catyr bal pagol cuda,CAG,GEN,You are what you are crazy for the juvenile's the point of you in the mud
268,C47.73,"**SOMAJe PURUSHo doshi hoy kichu. MOHILAo doshi hoy kichu. HIJREo doshi hoy
kichu. Ekhon EXTREME LEVELe jara EXPLOIT kawre tara ekprokarer ETOR. Kintu
tader kajkarmo diey kakhono puro somaj ba 3te GENDER JATIr jekono ek JATIke
bichar kora jaayna. Dujon bekti dosh korle aneksomoy bhebe dekhte hoy je BESHI
DOSHta kar??!! Noile etai holo byapar r GANGRAPE CASES ba MONUAr moto cases
apnara baad din, Generally Ekhaate TALIA bajena............**",NAG,GEN,"** SOMAJe PURUSHo doshi hoy kichu. MOHILAo doshi hoy kichu. HIJREo doshi hoy kichu. Ekhon EXTREME LEVELe jara EXPLOIT kawre tara ekprokarer ETOR. Kintu tader kajkarmo diey kakhono puro somaj ba 3te GENDER JATIr jekono ek JATIke bichar kora jaayna. Dujon bekti dosh korle aneksomoy bhebe dekhte hoy je BESHI DOSHta kar ?? !! Noile etai holo byapar r GANGRAPE CASES ba MONUAr moto cases apnara baad din, Generally Ekhaate TALIA bajena ............ **"
269,C44.22,"এই ধরনের যারা ভিডিও করে, তাদের কে জান্ত পুড়িয়ে মারা উচিৎ,",OAG,NGEN,"This type of video, they should do janta burned,"
270,C62.251,"অপুর কথাই বোঝা যায় সে শাকিব এর সাথে চালাকি করেছে।ধর্ম নিয়ে শাকিবের সাথে নাটক
করছে। শাকিব কে বলেছে সে মুসলীম হয়েছে সব বিশ্বাস করে ইসলাম সম্পর্কে অথচো সে মনে
মনে হিন্দুই রয়ে গেছে।তাই তাদের এই বিয়েটা ইসলাম ধর্মমতে হয়নি। তাই বাচ্চাটা
অবৈধ।তাই শাকিব যা করেছে সঠিক করেছে অপু রেন্ডি কে মেনে না নিয়ে।",CAG,GEN,"Apu is understood a word he is shocked with trick plays with Shakeeb of karechedharma. Shakib, who said he was Muslim, and Islam is the faith of Hindus athaco I think he still has gechetai their marriage in Islam religion. APU, which has shocked abaidhatai child has the right not to accept rendi."
271,C68.512,খুব সুন্দর আলোচনা করছেন,NAG,NGEN,Very nice to talk
272,C45.193,এটা কোথায়?,NAG,NGEN,Where is it?
273,C61.413,Sali English chodai.,OAG,GEN,Sully English Coda.
274,C59.18,Khanki magi ranu.mandal,OAG,GEN,Cunt slut ranumandala
275,C59.1439,Thik video baniyo6o vai,NAG,NGEN,OK Video Bnio 6 micro car
276,C45.665,Joghonno .,NAG,NGEN,Shocking.
277,C46.88,Mollar bacha encounter kora uchit,OAG,NGEN,Encounter live Mullah should be
278,C45.366,Khanki😡,OAG,GEN,Harlot
279,C59.1320,Ekdom thik kotha,NAG,NGEN,Precisely
280,C59.728,Akdom e tik kotha,NAG,NGEN,Check in at the
281,C68.139,Eta to khanki.....,OAG,GEN,This is the slut .....
282,C59.1048,Akdm r8,NAG,NGEN,Sharp and 8
283,C68.679,ara pagol o ja muka asa tay bala,CAG,NGEN,And in which the so called mad by muka
284,C44.226.5,@হিয়াশা জামান হীর Tor gusti chudi,OAG,NGEN,Zaman hiyasa hira @ Tor gusti chudi
285,C44.345.3,"সেক্স কোনসম্পরকো মানে না আমিজানি এটা উচিত নয় ,কিন্তু এটাই বাস্তব",NAG,NGEN,"Which does not mean I know it's not about sex, but it's real"
286,C65.368.1,হুমম তাই তো চাই সবাই,NAG,NGEN,"Hmm, so I want everyone"
