ID,Text,Sub-task A,Sub-task B
C68.1224,Tor kothay lag6e,CAG,NGEN
C46.179,Bara gula kete tader pande vare de,OAG,GEN
C59.305,Jio dada ki diyecho supar,NAG,NGEN
C59.639,Vai supar 😘😘😘😘,NAG,NGEN
C45.468,এই হলো বালকাতার অবস্থা ।।। শালারা আবার বড় বড় কথা বলে।।।,CAG,NGEN
C59.1033,tui pawar asai ai asich?,NAG,NGEN
C45.649.1,@Dithi Majumder হ্যাঁ যাবো,NAG,NGEN
C65.416,এদের কি মরণের চিন্তা নাই,CAG,NGEN
C61.2105,"রেণ্ডিয়া তে চায়ে ওয়ালে মন্ত্রি হয়, ফকির জাতীয় শিল্পী হয়, মার্ডারার হনুমান
সররাস্ট্রমন্ত্রি হয়, গরু এদের মা হয় বাপ কেউ নয় কারন এইগুলা জারজ (সব না এখানে
আসবে কিছু জারজ দেখতে পারবেন), চোদানী গুলার পোঁদ মেরে ফেটে দাও।",CAG,GEN
C65.460,পরিমনি একটা ফাতরা নাইকা চেয়ারাটা খুব সুনদর বলে কথা,CAG,NGEN
C68.771,Gudd sot dada,NAG,NGEN
C68.479,atindra da asole sujoger soth bebohar koreche,NAG,NGEN
C68.99,"যখন অতীন্দ্রদার মতো মানুষের প্রতি তার কোনো কৃতজ্ঞতা বোধ নেই । তখন টলিউড ,
বলিউডের যিনি তাকে যত উপরে নিয়ে যাবে এক দিন তার উদ্দেশ্যেই অশালীন মন্তব্য করে
তার সম্মান হানি করবে এই রানু মন্ডল। আসলে ছোট লোক সে ছোট লোকই হয়। আমার মতে ওকে
জুতার মালা পরিয়ে সম্মান জানানো উচিত।",CAG,NGEN
C44.235,"jara chi comment kore6e...tara valo basar mormo ta bojhei na...sotti valo basa
boro choto, gorib borolok, jat dekhe na....",NAG,NGEN
C59.1805,Bah!!,NAG,NGEN
C68.409,Poton khub besi dure noy.,CAG,NGEN
C61.518,"Jamon ranu tamon reporter...duto e gandu r saytan club er saytan gulo o puro
gandu",OAG,GEN
C68.1333,Ei Ranu Chol Hat. tor gan amer valo lage na...,CAG,NGEN
C46.224,Fasi ditei hobe. Sajano ghotna bolle cholbe na. Sastir chorom bebosta kora hok,NAG,NGEN
C59.1548,Randi ranu..or puro gusti randi,OAG,GEN
C59.1732,ভিক্ষুকের ভাব দেখো।বালের রানু।,OAG,NGEN
C68.1025.2,Tumi akbar thik bolecho,NAG,NGEN
C59.1225,কুকুরের পেটে ঘী হজম হয় না,NAG,NGEN
C68.214,ak dam Thik bole Chen Dada Apnar sob kotha Thik,NAG,NGEN
C59.702,Mone Ahankaar vore rekheche ranu mondol,CAG,NGEN
C61.365,khanki aaaaa baler ranu mondol,OAG,GEN
C68.316,Jebona kono den koalar bae dakbo na,CAG,NGEN
C46.177,A positive Udhar Barish Humne Hota Khuda Ho,NAG,NGEN
C68.374,"eder uthteo somoy lagena porteo somoy lagena, nijeke Lata Ji er sathe tulona
kore, boddho pagol chara ki arr bolbo janina, chotokhato karor sathe tulona
korleo mana jeto, era bhule geche shilpi hote gele agey bhalo manush hote hoy",CAG,NGEN
C59.951,রানু রেন্ডি,OAG,GEN
C58.68,Khanki mawndol ...,OAG,GEN
C59.1894,"রানু মন্ডল ওর কপাল ভালো যে অতীন্দ্র চক্রবর্তী ওনার ভিডিওটা ভাইরাল করেছিল আজ তা
কে বলছে চাকর কাল বলবে হিমেশ রেশমিয়া উনিও চাকর তারপরের দিন বলবে সালমান খান
উনিও চাকর ভগবানের চাকর বা রানুদি বা",NAG,NGEN
C68.192,রানু একটা খারাপ মহিলা,OAG,NGEN
C59.1063.2,Subscribe Cinebap,NAG,NGEN
C68.924,"Pagol Chara keu saport Kore na
Ranu Bhikari ke",CAG,NGEN
C59.56,🙄🙄🙄🙄🙄🙄,NAG,NGEN
C68.254,Khun bhabo bolcho bhai,NAG,NGEN
C62.146,Jahanname jabi tora,CAG,NGEN
C65.407,"[https://youtu.be/DFU4980nORo।-শর্ট](https://youtu.be/DFU4980nORo%E0%A5%A4-%E0%A6%B6%E0%A6%B0%E0%A7%8D%E0%A6%9F)
ফিল্ম- কমেডি বাবা - Comedy BABA New Short Film- HD 2019) আমাদের নতুন চ্যানেলটি
সাবস্ক্রাইব করুন।",NAG,NGEN
C68.1293,"এতো কথা না বলে ওরে ওর জায়গায় বসিয়ে দেন ভিক্ষার ঝুলি নিয়ে। দোষ তো আপনার
দেরেই। একটা কিছু নিয়ে অতিরিক্ত বাড়াবাড়ি করলে এমোনিই হয়।",CAG,NGEN
C46.23,"Saja ghoshona kore bal hobe, shasti to ajo holona 😠😠😠
Tarpor aabar era manoniyar votebank samproday",CAG,NGEN
C65.262,Sala sali 2uitai pagol,OAG,NGEN
C44.307,"দুটো আপদই বিদায় হয়ে খুব ভালো হয়েছে, সুস্থ সমাজের ক্যান্সার এরা, ছি ছি ছি এসব
দেখে তো ভাইবোনের সম্পর্কের ওপর থেকেই বিশ্বাস নষ্ট হয়ে যাবে মানুষের, নিম্নরুচি
হওয়ারও একটা লেভেল থাকে কিন্তু তাই বলে ভাই-বোনের অবৈধ সম্পর্ক যা কিনা সেক্স
পর্যন্ত গড়িয়েছে.....ওয়াক থু ভাবতেই ঘেন্না করছে, সত্যিই অমানুষগুলো দেখতে অবিকল
মানুষের মতোই হয়...",CAG,GEN
C44.130.1,@Gourab Sarkar এমন ভিডিও কোন মুসলিমজাতি করেনা কোরলে মালানরাই করে,CAG,NGEN
C45.763,"Prothom mohila darun sundar. Ami sara diner jonne book korte chai. Pls. No. Ta
dao... aha ki darun..dekhte",NAG,GEN
C59.2009,"upni to janteni j upni ki, KOYLA dhuleo jay na moyla",NAG,NGEN
C68.302,vikari jdi raja hy pothi maceri njr pre rana ghater stesnyi opekha krce,CAG,NGEN
C46.242.2,Sob pagoler dol,NAG,NGEN
C68.173,এটা পুরাতন সব কথা এখন রানু কোনপ্রকার আ্চেন এটা জানাবেন। Please,NAG,NGEN
C59.319,Darun jukti,NAG,NGEN
C59.1602,Thanks dada ei video karar janay,NAG,NGEN
C68.844.4,Apnar eii pic tai daya acha,NAG,NGEN
C59.1466,Thik bolechen,NAG,NGEN
C44.78,"অনেক গুলো কমেন্ট পরে মনে হলো মুসলিম দের কাছে এই সম্পর্ক টা স্বাভাবিক বলে মনে
হলেও হিন্দু রা এই সম্পর্ক কোনো দিন মেনে নিবে না ।",NAG,NGEN
C59.944,"Kothai gelo LOTA KONTHI nanu, sry ranu mondol??? Vanished..",CAG,NGEN
C62.321,মাগি বিশ্বাস কে জুতা মারার সময় এসে,OAG,GEN
C65.246,Ai nikake Dev ar shate dekta chi,CAG,NGEN
C65.396,ওর মতো মাগিই এখন আমাদের দেশে বেশি,OAG,GEN
C68.521,Ranu chi chi,CAG,NGEN
C55.187,OREA SALI TUI ATO KHARAP.,OAG,GEN
C62.3,"Nijer religion chele ke bie Na kre onno religion chele ke bie krle ei
situtaion hoi,Tara kono dini apake acept krto Na...laste bolto je nijer
religion hote paren ni se abar onno religion ki hobey
Jai religion jommechen sai religion Mene jaben mritur agge porjonto",CAG,NGEN
C45.368,"জে এই ভিডিয় বানিয়েছো তাকে বলছি
ভাই তুমি খুব খারাব কাজ করেছো এনাদে ওতো ফেমিলি আছে",NAG,NGEN
C68.709,মহিলাটা এত অহংকারী জানতামনা,CAG,NGEN
C45.732,",😁😁😁😁😁😁😁 ঐ মহিলা কি বলল ঐ👈 চলো না চলো",NAG,GEN
C46.112,খানকিছেলে শুধু না এদের ফেমেলি শেষ করে দেওয়া দরকার,OAG,GEN
C45.588,hahahaha,NAG,NGEN
C55.33,vera sala bou noi daini,CAG,GEN
C59.1214,Ranu to pagol,NAG,NGEN
C44.171,ভালো লাগলো।।।।,NAG,NGEN
C59.1021,Ranu re abar ranaghat station a patano drkr.....Sali vhikari.....,OAG,NGEN
C66.6,"আমাদের হিন্দুদের কলঙ্ক সৃজিত..শালা আর মেয়ে পেলো না , গাই বাছুর সহ বিয়ে তাও
আবার মুসলিম মেয়ে",CAG,NGEN
C68.1345,Amar bari ranaghat. Fake news dio na.,CAG,NGEN
C44.260.3,"@Sruti Paul তোদের ভগবান কত জন? তোদের সৃষ্টিকর্তা কে? কৃশ্ন, মহাদেব,মা দূর্গা,
কার্তিক,গণেশ, নাকি হনুমান?",CAG,NGEN
C44.299,Asob dekleo pap chi chi chi,NAG,NGEN
C59.82,Choram,NAG,NGEN
C44.312,Chi chi chi,NAG,NGEN
C44.334.3,Sotti kichu bolar nei,NAG,NGEN
C59.1885,Gala gali dite mon jacce ranu mondol k,CAG,NGEN
C59.1503,2.4k Dislike jara koreche tara Ranu Mondal er barir lok,NAG,NGEN
C59.941,🤣🤣darun n apuni toh ❤️❤️,NAG,NGEN
C44.344,"পারমিতা কিন্তু একটা সুন্দর কথা বলেছেন সেটা হল সব ভালো বাসা বিয়েই পরিনত হয় না
।সৌম কিন্তু ওকে খুন না করে পারমিতার বিয়েটা মেনে নিতে পারতো ।নাহলে সৌম একবারের
জন্য হলেও ওর বাবা মা কে জানানো উচিত ছিল ।",NAG,NGEN
C59.1582.1,Haa haa,NAG,NGEN
C44.332,chi atou ki sombhab..................,NAG,NGEN
C59.870,Raju Akta ranndi magi,OAG,GEN
C68.1341,"রানু একজন অশিখখিত মানুষ তার কথায় ভুল হতেই পারে। তা নিয়ে তুমি ব্যাবসা করা বন্দ
করো।তার চেয়ে তোমাকে ফালতু মনে হয়",CAG,NGEN
C59.1385,"দাদা একবার মিরাক্কেলের এক এপিসোড দেখছিলাম আপনি একটা মুভি করতেছেন কিন্তু নাম টা
জানা হয় নি।
এখন মুভিটার নামটা জানালে ভালো হতো দাদা।
ধন্যবাদ😊😊",NAG,NGEN
C46.237,"Randir cheledr ma gulor AI hal kora uchit ader ma ra nangbaji marte giye
sikkha deyar o somay paini",OAG,GEN
C59.1230,Apni ja bollen ranu somporkhe vedio ti khub Bhalo legeche❤️❤️,NAG,NGEN
C59.2098.1,Bokacoda tui ranur cakor,OAG,NGEN
C59.531,Ranu mondal just ossojjo,OAG,NGEN
C68.338,"Han ata sotti je uni aktu bhul montobyo kore felechen, jeta uchit na. Jeta uni
akhon bujhteo perechen.
Tobe kono choto shrenir manush suddenly celebrity hoye gele seta besir bhag
Manus e sojhho korte pare na. Aj Ranu di Station a bhikhha korto bole e baki
manush sahosh ta pai Orr upore Kichu Bolte, Tobe uni Jodi kono higher class
family theke belong korten keo sahosh petona kichu bolte. Karon aro onek
celebrity ache Jara aro onek kharap kotha ak somoy boleche aber Tara bujhteo
pereche kintu trader ke keo kichu Boler sahosh paini toto ta, koto ta Ranu di
ke sobai bolche. Hoito uni AK somoy nijer bhul bujhte parbe, ata niye ato PNPC
korer ki ache,
Ar sob theke amer boro kotha, sesh kotha holo je, onner Bhalo ta hojhho korte
pare na besir bhag lok e.
Ar han, Angur( grapes) fol tok e hoi. Hahahahah 😄😄
Thank you for understanding me.",CAG,NGEN
C61.1812,Tui kub ohonkari bokacuda,OAG,GEN
C44.354,Baler prem ata prem na ata nongrami,OAG,NGEN
C45.374,"ওই বেশ্যা মাগীদের ,,,",OAG,GEN
C46.241.1,Ora sob pare. Odar somaje vai r kaje bon o sorokito noi,NAG,GEN
C44.356,6ele tar besi pakami,NAG,NGEN
C55.14,"পাগলি চুদির মাথায় মনে হয় ছিট আছে । এই নাকি সুন্দরী।বালের সুন্দরী। ভগবান ঢেমন
দের কপালেই ভালো জোটায় আর ভালো দের কপালেই ঢেমন জোটায়",CAG,GEN
C59.1062,ভাই তুমি এখন ঠিক বলছো রানু মন্ডল জিকে তেতুল খাচি এপিটা উচিত,OAG,NGEN
C59.1022,Ranu Mondal dren ar kit...😂😂😂😂😂,NAG,NGEN
C59.726,"Tumi actual point ta dhortei paro ni... You tuber bole ja khushi bole jacco...
Somman korte sekho.",NAG,NGEN
C61.1349,Sandi magi k vikka dewa o uchit na,OAG,GEN
C45.355.1,@k freelancer খুঁজে দিন,NAG,NGEN
C65.25,একটা খানকি মাগি,OAG,GEN
C59.945,"রানু দিদি নিজের মুখের দোসে সকলের ভালো বাসা হারালো। 💐এক এক জনের লাইক 💗ওনাকে ওতো
উপরে নিয়ে গেছে। উনি আজ মানুষ কে মানুষ বলে মনে করছেন না। মানুষ রুপে ভগবান সেটাই
ভুলে গেলেন রানুদি। 🙏",CAG,NGEN
C59.391,তাদের মাথায় উকুন আর তার মাথায় সোনা যেমন। সত্যি আমার খুব রাগ হচ্ছে😡😡😡😡🤮🤮🤮,CAG,NGEN
C45.39,আমাকে একটা পাত্রী চাই 9564186788,NAG,NGEN
C45.300,"৮০% পতিতা নিজের ইচছায় এই কাজ করের না
মা durga 'র murti এই পতিতাদের বাড়ির মাটি দিয়ে তৈরী হয়
মেয়েদের somman করতে শেখ
🌟💗🌟💗🌟💗♥💗🌟💗🌟💗🌟",NAG,GEN
C46.208,r etao natural muslim ra onek besi nrisongso hoy.....salar jath posur jath,CAG,GEN
C59.2186,Monta sobar boro hoy hoto ta apnar ashy,NAG,NGEN
C59.2216,"রাণু দির মতো তোমাদের প্রধানমন্ত্রী ""নরেন্দ্র মোদী""ও তো চরম অকৃতিজ্ঞ
ও অহংকারী ব্যক্তি;যে তিনি চা এর দোকান থেকে আজ প্রধানমন্ত্রী সেইটা ভুলেই
গিয়েছেন। আর তাই তো সে মানুষকে আর মানুষ মনে করছেন না এবং পারেন না যেন গোটা
পৃথিবীটাকেই দখল করবেন তার গর্ব ও অহংকার দ্বারা ।",OAG,NGEN
C45.561,ভাই কোন জায়গায় এটা,NAG,NGEN
C59.2014,হেভি দিয়েছো বস,NAG,NGEN
C68.1302,halimmhd2017@[gmail.com](http://gmail.com/),NAG,NGEN
C59.638,Ranu Mondal 🤧🤧🤧🤧🤧,NAG,NGEN
C59.1063.1,Ami o,NAG,NGEN
