ID,Text,Sub-task A,Sub-task B
C44.145,Disgusting,OAG,NGEN
C26.100,Justice served....,NAG,NGEN
C59.695,Not thanks to God.Only thanks to you dada,NAG,NGEN
C10.503,"Arnab don't give more important to Mrs.Roy. Just take her in custody and
demonstrate law exist",NAG,NGEN
C68.1244,"Lotous come out from mud but it is expected it must be shunned the stink of
mud.",NAG,NGEN
C4.2249,Good....,NAG,NGEN
C58.511,Hahhaaa,NAG,NGEN
C7.1215,Nailed it ...outstanding reply to film companion and others,NAG,NGEN
C59.75,Super vai,NAG,NGEN
C10.72,"@Arnab: Do you know what are the plans of Govt with the Illegal immigrants?
How would a refugee prove religious persecution? Why have we shown selective
compassion?  
Do you really think it is the right time for India to do an activity like NRC
given the facts that almost 20% population are below poverty line and 30% of
adult population are still illiterate which constitutes more than 50% Women
who are still deprived of their basic needs. Do you think, this is the time
such exercise would be of any beneficial to India? Don't you think the CJI and
GOI has wasted our huge 16K Cr rupees in this unsuccessful exercise and if we
live the money aside, look at the extent of trouble and pain people went in
Assam due to this.  
The reason I Pointed to NRC is because NPR is nothing but Opening Step of NRC
and with reference to Scroll.in(correct me if I am wrong) the new questions
added to NPR are indicators of the NRC exclusion process.  
You being a Journalist and from Assam, doesn't this pinches your heart and
raises alarm. Is there no value of human life on this land anymore?  
  
I strongly Oppose NRC, Oppose CAA amendment in the current situation.  
Was there any effective effort from GOI to stop the infiltration?  
  
GOI is just find ways to treat us like goats every now and then.  
  
I know, this questions should be thrown at GOI, however, as I see you a so
called representative of the GOI most of the time, so, I am throwing this on
you.  
Moreover, whats wrong with you getting stuck in this stupid debates on who
told what. Everyone around us promote lies everyday. Nobody really bothers
that anymore. Starting from PM to HM to Activist everyone promotes lies
everywhere but no facts. So, Arundhati is no different, where we cannot trust
the PM/CJI for that matter, who is Arundhati in that league. No one cares
about her. I stopped watching your channel, just thought of looking over today
for a change, but nothing changed. Same insensitive arguments and false
narratives. I wish I could say alternate narratives, but I see them clearly to
be false.  
Also JFYI, I supported the change in Govt, but really regretting now. I dont
support any political party anymore. So, please dont ask me why didn't I speak
during UPA rule. I dont have to answer that to you.",NAG,NGEN
C59.1479,Good job bro 🤘❤✌,NAG,NGEN
C68.722,Thanks brother for your good explanation .,NAG,NGEN
C7.1937,NICE Shirt Pratik Bhai 😂,NAG,NGEN
C10.673,"She is social pollutant  
She should be arrested as quick as possible",OAG,NGEN
C7.202,I lov ur video dada. ......,NAG,NGEN
C4.20,"This movie hits at people's Mesmorism about a king... Because he is a king he
is justified being doing all",NAG,NGEN
C26.50,Good job.,NAG,NGEN
C7.44,This movie was total shit...,OAG,NGEN
C7.2592,Nice review .. can i get a like,NAG,NGEN
C32.115,Wow amazing videos,NAG,NGEN
C10.365,your are no Santa Claus,NAG,NGEN
C36.274,"Very good... throw out these homosexuals out of India... bloody rouge.. bloody
SC deteriorating Indian culture... bann the SC first... bloody old gay
judges...",NAG,GEN
C7.1903,"I appreciate what you are saying.I will always support you  
  
  
  
whatever it takes",NAG,NGEN
C26.17,good job jahangir,NAG,NGEN
C45.497,that's is rong yarr,NAG,NGEN
C10.728,"This lady is the true face of urban naxal,and is paid by western countries and
isi to destroy india by giving provocative speech,she should be put behind
bars",OAG,NGEN
C10.696,SUSSANE arundhati roy,NAG,NGEN
C4.2210,"if you reading this comment So I want to suggest you a book named ""Incognito
written by david eagleman""
its really great book you wont regreat reading it",NAG,NGEN
C7.1427,Thanku sir.... You're awesome,NAG,NGEN
C10.777,"Ms.Roy should have been arrested immediately when she is enticing people in
the public.",NAG,NGEN
C10.415,"Now, remember these English speaking monarchy minded Congress and hippocrate
Communist have to polish shoes of common people and they will get room below
shoe to take rest.",CAG,NGEN
C4.1468,"Check the news:  
A guy from TikTok name Ashwani Kumar murdered a flight attendant he was
obsessed with. He was uploading villain clips on social media imitating Kabir
Singh.",NAG,NGEN
C4.1558,"Exactly bro...... you are absolutely right. I am with your thoughts. Please
keep posting these kinda videos really appreciate your work",NAG,NGEN
C63.128,Nice vedio,NAG,NGEN
C68.1312,"You are absolutely right dada,",NAG,NGEN
C4.1585,Review Joker bro,NAG,NGEN
C7.1913.1,scary tube lol 🤣🤣🤣,NAG,NGEN
C44.262.2,@Anindita Maity nice sister... you are right,NAG,NGEN
C33.539.2,@Its chakshank wlcm❤,NAG,NGEN
C33.572,"Didn't see a video so demeaning of lgbt and women alike... U guys should be
ashamed! Which day n age r u living in? Hope I cud spam such videos.",CAG,NGEN
C33.574.2,"Even lgbt people have their own standards lol ...I'm gay but you will never
find me drooling over boys in public for mere pleasure... And also I have a
type.",NAG,NGEN
C4.1208.2,You really want to spoil such masterpieces?,NAG,NGEN
C4.1878,"Alpha male is a pack builder not a timid destroyer who hides behind the mask
of masculinity... Yes only dumb girls who has extreme psychological issues
themselves can fall in love with such a gross character !!! Codependencey is a
thing ... Kabir shing is a portrayal of toxic codependency only !!! A sane
independent girl will run miles away as soon as she smells a Kabir shing ...
But if she doesn't and embresses the insane dominant dynamic then mere Bhai
you both have deep rooted psychological issues and need immediate therapy ...
Otherwise together or not both are doomed my friend !! In my opinion if you
even like the character you need therapy ...  
Ask yourself what within you makes you like and imitate such a gross tatty
character!! Very very problematic",OAG,NGEN
C33.243,I. like you very nice,NAG,NGEN
C47.23,Media and public Bengali film land of women public television series is a good,NAG,NGEN
C4.1083,"Real man is someone who has purpose in his life. Purpose makes our lives
meaningful.",NAG,NGEN
C59.2197,Nice Bro,NAG,NGEN
C4.2267,Your biggest ac,NAG,NGEN
C4.1652,Fuck feminism !,OAG,GEN
C7.1290,"I love you brother for saying this on this platform. I completely agree with
your thoughts.",NAG,NGEN
C7.251,Omg what a retard,OAG,NGEN
C7.2190,Super!!,NAG,NGEN
C68.299,Your right my friend,NAG,NGEN
C59.253,U are right,NAG,NGEN
C26.304.1,Great job jahangir bhai,NAG,NGEN
C62.374,Nice apu didi,NAG,NGEN
C7.170.1,"@Pratik Borade bro i have master's degree in physics from IIT kgp. Seriously
dude you should reads books. I am not even laughing at you. I feel pity . I
feel pity for myself for wasting my time on some dumb YouTuber. Hasi ka patra?
Some one pls just kill me I can't take it anymore",CAG,NGEN
C55.144.2,Hmm,NAG,NGEN
C7.1470,"Kabir singh is synonymous to every rickshawallah who drink and and beat their
wife , are sex addicts , and sulk when their wives leave them. Wonder why
people dont make movies on them",OAG,NGEN
C7.2513,"From the depth of my Heart i like the way you observe things and share your
point of views... this is my first comment please sir give Heart ☺",NAG,NGEN
C32.21.2,@Amritpal Singh yes,NAG,NGEN
C4.1704,Bollywood lionize shit,NAG,NGEN
C7.828,I m thinking that u r reviewing a movie or just using it for poltical agenda.,CAG,NGEN
C4.887,Jhand movie is the perfect word,OAG,NGEN
C4.1164,U r true bhaii,NAG,NGEN
C36.1136.2,"Nikita Tiwari hey miss nikita are you one of them who is lesbo and want to
join army ?or in your fmly any member is there who is gay ? My middle finger
salutes you .thnks for commenting🤡",CAG,GEN
C45.462,nice,NAG,NGEN
C58.17,Yes you are right,NAG,NGEN
C4.1374,Brother point is totally good 👌👍👍👍,NAG,NGEN
C59.136,Good job,NAG,NGEN
C4.2067,Spoiler alert at [3:30](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=3m30s),NAG,NGEN
C68.705,Good bai,NAG,NGEN
C7.1140,"What about conservatives don’t be one sided every side is corrupted and has
ignorant people",CAG,NGEN
C7.1341,Right ...you are right absolutely .a huge respect 🔥,NAG,NGEN
C7.2057,RX100 MOVIE REVIEW,NAG,NGEN
C7.771,As ultimate GPS,NAG,NGEN
C26.294,"He is hero for all those who is suffering from false claim charged by women to
their husband and their in law. Show this case to government than they will
realised that the law they made for justice is leading toward blood &
violence.",NAG,NGEN
C7.485,"You have gone beyond limits this time Pratik. You should not talk about
feminism and liberalism when you have no idea of what it is! I am surprised
beyond anything to see the comments supporting your views and number of
followers you have.  
  
Below are the points where feminists or a person of any gender with even a bit
of a common sense are hurt-  
1\. When the lead actress is never asked if she loves kabir in the movie.  
According to you, in our culture women are not supposed to be asked? You can
just impose whatever you like on her?  
2\. Forcing somebody for intercourse using a knife is a crime in our country,
let alone the question of feminism in that scene.  
  
And for your kind information, liberals are not only the ones you mentioned.
For example, I am pretty sure that you consider Nathuram Godse a hero for
killing father of the nation, mahatma gandhi. In such case, you ll as well be
considered liberal and so was Nathuram Godse.  
  
So don't go on spreading insanity you naive person. Just read more and expand
your logical boundaries.",OAG,NGEN
C7.1795,"The basic ideology behind Liberals and Feminists is not wrong but a lot of the
people who consider themselves representatives of these ideas are in wrong.
Everyone always remembers that",CAG,NGEN
C7.495,Kabir Singh my favourite 🔼🔼,NAG,NGEN
C26.171,He should have also killed that bitch,OAG,GEN
C10.419,"What a vacuum minded witch, product of May be so called Ranga-Billa. Such mean
people gets Bookers Award, Disgusting!",CAG,GEN
C59.427,10 inch mouth haaaaa,NAG,NGEN
C33.389,"Am also lesbian...  
Who is single....  
I want a girlfriend soo much....",NAG,NGEN
C33.474,"I agree with this girl's comment if God does not punish them then who are you
people pandits and molvi sahab's do it secretly and padri sahabs does it
inside churches world wide hahaha hypocrites",CAG,NGEN
C7.1302,"Please give a spoiler talk on Dark Knight do you watch The Dark Knight and you
also like Heath Ledger as acting as Joker",NAG,NGEN
C10.226,"Madam Arundhati Roy go to Kapil Sharma show, insensible incompetence politics
.",NAG,NGEN
C33.534.4,+MR Romantic Pawan ok,NAG,NGEN
C58.478,Thanks you apu,NAG,NGEN
C7.1269,"Everyone should go and watch this film . It is the big slap on these useless
people.",CAG,NGEN
C7.1417,Real and best review on YouTube,NAG,NGEN
C4.2163,"Who else didnt even considered watching kabir singh after watching its trailer
???",NAG,NGEN
C26.151,Real hero,NAG,NGEN
C4.927,This movie was copied . copycat Bollywood,NAG,NGEN
C33.254.1,Good OK,NAG,NGEN
C4.1055.2,Me to bro people do think that we guys don't have movie sense,NAG,NGEN
C47.139.1,Akdam thik bolechen dada.,NAG,NGEN
C7.1439,"<https://youtu.be/C-lRyevxevA>  
  
  
Is review ka rply do plzz  
Must needed 🔥😤",NAG,NGEN
C10.529,"Government waiting to interfere with all it's intelligence to keep her mouth
shut for ever",CAG,NGEN
C7.2598,Sir plz like my comment,NAG,NGEN
C59.168,Super boss😎😎,NAG,NGEN
C4.302,"It would be great if you could regularly share some books/movies/short films
that are constructive in nature, some or other ways of entertainment.
I remember you starting a book club, 'Homo Sapiens' was the book, we need some
more initiatives like that.
Much love, support and respect like always!",NAG,NGEN
C33.755,best of luck 2018,NAG,NGEN
C4.1494,"Take notes from fight club , Tyler durden is the badass and coolest character
Ever , but the writer only says he is the negative character and not a
character to take inspiration from but in Kabir Singh things end up in favour
of him , telling be like Kabir Singh it's nothing wrong",CAG,NGEN
C10.312,Arundhati Roy is a disgrace to India.It's sad.,NAG,NGEN
C4.1435,"Shwetabh, i would really like to hear your thoughts on joker. It will be
really great if you come up with that.",NAG,NGEN
C4.194,"As doctor,i realized to work on my physique and stay fit,thats what i got from
it,rest is bullshit",NAG,NGEN
C4.1953,So basically kabir singh is tere naam' s radhe on drugs,NAG,NGEN
C59.359,Wonderful videoooo I like it,NAG,NGEN
C38.254,"Who the fuck told that stupid asshole that LGBT is not our culture???????????  
It was always our culture! Go read the VEDAS! IT didn't come from outside of
India. It was Just banned by a Jerk of King in Britain in some 15th century
and the only thing happened in western culture was that they removed the law
and accepted it earlier than us, who here are not even ready to talk about the
topic!!  
They first brought the law and they first removed the law! But the people in
our country don't even know what's our culture! BC MC SAALE!!!!!!!!!!!!",OAG,GEN
